"iid"	"type"	"id"	"name"
"261"	"2"	"Behrendt"	"Behrendt, Stephen D., &#8220;The Journal of an African Slaver, 1789-92, and the Gold Coast Slave Trade of William Collow,&#8221; <i>History in Africa</i>, 22 (1995): 61-71."
"263"	"2"	"Beluche"	"Beluche, Renato, <i>Primera y &uacute;ltima contestaci&oacute;n &aacute; las gacetas de Puertorico</i> (Puertocabello, 1825)."
"264"	"2"	"Benezet"	"Benezet, Anthony, <i>Some Historical Account of Guinea</i> (London, 1788)."
"265"	"2"	"Bentley"	"Bentley, William], <i>Diary of William Bentley, DD: Pastor of the East Church Salem, Massachusetts</i>, 4 vols. (Gloucester, Ma, 1907)."
"266"	"2"	"Bethell"	"Bethell, Leslie, <i>The Abolition of the Brazilian Slave Trade</i> (Cambridge, 1970)."
"267"	"2"	"DocHist"	"Biblioteca Nacional do Rio de Janeiro, <i>Documentos Hist&oacute;ricos da Biblioteca Nacional do Rio de Janeiro</i>, 110 vols. (Rio de Janeiro, 1929-55).&nbsp;&nbsp;&nbsp;&nbsp; "
"268"	"2"	"B&ouml;eseken"	"B&ouml;eseken, A. J., <i>Slaves and Free Blacks at the Cape, 1658-1700</i> (Capetown, 1977)."
"269"	"2"	"Boettcher"	"Boettcher, Nikolaus, <i>Aufstieg und Fall eines Handelsimperiums. </i><i>Portugiesische Kaufleute und Sklavenhaendler in Cartagena de Indias von 1580&nbsp; bis zur Mitte des 17. Jahrhunderts</i> (Frankfurt am Main, 1995)."
"270"	"2"	"BorregoPl&aacute;"	"Borrego Pl&aacute;, Maria del Carmen, <i>Cartagena de Indias en el siglo XVI</i> (Sevilla, 1983)."
"271"	"2"	"Aspinwall"	"Boston (Mass), Registry Department, <i>A Volume Relating to the Early History of Boston containing the Aspinwall Notarial Records from 1644 to 1851</i> (Boston, 1903)."
"272"	"2"	"Boucher1"	"Boucher, Maurice, <i>The Cape of Good Hope and foreign contacts, 1735-1755</i> (Pretoria, 1985)."
"273"	"2"	"Boucher2"	"Boucher, Maurice, &#8220;An Unexpected Visitor: Charles Barrington at the Cape in 1737,&#8221; <i>Suid Afikaanse Hhistorieses Joernaal</i>, 13 (1981): 20-35."
"274"	"2"	"Boudriot"	"Boudriot, Jean, <i>Traite et Navire N&eacute;grier: l&#8217;Aurore</i> (Paris, 1984)."
"275"	"2"	"Boxer,1951"	"Boxer, Charles Ralph, &#8220;&#8230;&#8221; <i>Mariner&#8217;s Mirror</i>, 37 (1951):"
"276"	"2"	"Boxer,1952"	"Boxer, Charles Ralph, <i>Salvador</i><i> de S&aacute; and the struggle for Brazil and Angola, 1602-1686</i> (London, 1952).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"277"	"2"	"Boxer,1957"	"Boxer, Charles Ralph, <i>The Dutch in Brazil, 1624-1654</i> (Oxford, 1957)."
"278"	"2"	"MMA"	"Br&aacute;sio, Ant&oacute;nio (ed.), <i>Monumenta Mission&aacute;ria Africana</i> (Lisboa, 1953-1988)."
"279"	"2"	"BFAS,STL"	"British and Foreign Anti-Slavery Society, <i>Slave Traders in Liverpool</i> (London, 1862)."
"280"	"2"	"Braudel"	"Braudel, Fernand, <i>La M&eacute;diterran&eacute;e et le monde m&eacute;diterran&eacute;en &aacute; l&#8217;&eacute;poque de Philippe II</i>, 3 vols. (Paris, 1990)."
"281"	"2"	"Cabot"	"Briggs, L. Vernon, <i>History and Genealogy of the Cabot Family, 1475-1927</i>, 2 vols. (Boston, 1927)."
"282"	"2"	"DCHSNY"	"Brodhead, John Romeyn, <i>Documents Relative to the Colonial History of New York</i>, 10 vols. (New York, 1853-60), vols. 2, 5."
"283"	"2"	"Buffet,1972"	"Buffet, Henri-Fran&ccedil;ois, <i>Vie et soci&eacute;t&eacute; au Port-Louis des origines &agrave; Napol&eacute;on III</i> (Rennes, 1972)."
"284"	"2"	"Butterworth"	"Butterworth, William (Henry Schroeder), <i>Three Years Adventures of a Minor</i> (Leeds, 1822)."
"285"	"2"	"C&aacute;ceres"	"C&aacute;ceres, Rina, &#8220;Ind&iacute;genas y africanos en las redes de la esclavitud en Centroam&eacute;rica,&#8221; in C&aacute;ceres, Rina (ed.), <i>Rutas de la esclavitud en &Aacute;frica y Am&eacute;rica Latina</i> (San Jos&eacute;, 2001)."
"286"	"2"	"Canney"	"Canney, Donald L., <i>Africa Squadron: The US Navy and the Slave Trade, 1842-1861</i> (Washington, DC, 2006)."
"287"	"2"	"Cardoso"	"Cardoso, Gerald, <i>Negro Slavery in the Sugar Plantations of Veracruz and Pernambuco, 1550-1680</i> (Washington DC, 1983).&nbsp;&nbsp;&nbsp; "
"288"	"2"	"Carreira,Trafico"	"Carreira, Ant&oacute;nio, <i>Tr&aacute;fico portugu&ecirc;s de escravos</i> (Lisboa, 1979).&nbsp;&nbsp;&nbsp;&nbsp; "
"289"	"2"	"Carreira1969"	"Carreira, Ant&oacute;nio, <i>As companhias pombalinas de navega&ccedil;&atilde;o: com&eacute;rcio e tr&aacute;fico de escravos entre a costa Africana e o nordeste brasileiro</i> (Porto, 1969)."
"290"	"2"	"Carreira"	"Carreira, Ant&oacute;nio, <i>As Companhias Pombalinas de Gr&atilde;o-Par&aacute; e Maranh&atilde;o e Pernambuco e Para&iacute;ba</i>, 2<sup>nd</sup> edition (Lisbon, 1983).&nbsp;&nbsp; "
"291"	"2"	"Catterall"	"Catterall, Helen Tunnicliff (ed.), <i>Judicial Cases Concerning American Slavery and the Negro</i>, 5 vols. (Washington, DC, 1926-37)."
"292"	"2"	"Clarkson"	"Clarkson, Thomas, <i>History of the Rise, Progress, and Accomplishment of the Abolition of the African Slave Trade by the British Parliament</i>, 3 vols. (London, 1808)."
"293"	"2"	"Coffin"	"Coffin, Joshua, <i>An Account of some of the principal slave insurrections, and others that have occurred, or been attempted, in the United States and elsewhere in the last two centuries</i> (New York, 1860). "
"294"	"2"	"Corry"	"Corry, Joseph, <i>Observations upon the Windward Coast of Africa</i> (London, 1807).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"295"	"2"	"Coughtry"	"Coughtry,&nbsp; Jay,&nbsp; <i>The Notorious Triangle: Rhode Island and the African Slave Trade, 1700-1807</i>.&nbsp; (Philadelphia, 1981)."
"298"	"2"	"craig"	"Craig, Robert and Rupert Jarvis, <i>Liverpool Registry of Merchant Ships</i> (Manchester, 1967).&nbsp;&nbsp;&nbsp; "
"629"	"0"	"AHNA"	"<i>Arquivo Histórico Nacional de Angola</i> (Luanda, Angola)"
"299"	"2"	"Crane"	"Crane, Elaine F., &#8220;&#8216;The First Wheel of Commerce&#8217;: Newport, Rhode Island and the Slave Trade, 1760-1776,&#8221; <i>Slavery &amp; Abolition</i>, 1 (1980): 178-98."
"300"	"2"	"RI Slaver"	"Crane, Verner Winslow (ed.), <i>A Rhode Island Slaver, Trade Book of the Sloop Adventure, 1773-1774</i> (Providence, RI, 1922).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"301"	"2"	"Crespi"	"Crespi, Liliana, &#8220;Negros apresados en operaciones de corso durante la guerra con el Brasil (1825-1828),&#8221; <i>Temas de Asia y Africa</i>, 2 (1994): 109-22.&nbsp;&nbsp;&nbsp; "
"302"	"2"	"Crooks"	"Crooks, J.J. (ed.), <i>Records Relating to the Gold Coast Settelements from 1750 to 1874</i> (London, 1923). "
"303"	"2"	"Crow"	"Crow, Hugh, <i>Memoirs of the Late Captain Hugh Crow of Liverpool</i> (London, 1830)."
"304"	"2"	"Cultru"	"Courbe, Michel Jajolet de la, <i>Premier Voyage du Sieur de la Courbe fait B la Coste d&#8217;Afrique en 1685</i>, edited by Paul Cultru (Paris, 1913)."
"305"	"2"	"AfricaRemembered"	"Curtin, Phillip D. (ed.), <i>Africa Remembered: Narratives by West Africans from the Era of the Slave Trade</i> (Madison, 1967).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"306"	"2"	"Curtis,1855"	"Curtis, B. R., <i>Reports of the Decisions of the Supreme Court of the United States with notes and a digest</i> (Boston, 1855).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"307"	"2"	"Daget"	"Daget, Serge, <i>R&eacute;pertoire des Exp&eacute;ditions N&eacute;gri&egrave;res Fran&ccedil;aises &agrave; la Traite Ill&eacute;gale (1814-1850)</i> (Nantes, 1988).&nbsp;&nbsp; "
"308"	"2"	"Dalleo"	"Dalleo, Peter D., &#8220;Africans in the Caribbean: A Preliminary Reassessment of Recaptives in the Bahamas, 1811-1860,&#8221; <i>Journal of the Bahamas Historical Society</i>, 6 (1984): 15-24."
"309"	"2"	"D&#8217;Auvergne"	"D&#8217;Auvergne, Edmund B., <i>Human Livestock</i>, (London, n.d.)."
"310"	"2"	"Davenant"	"Davenant, Charles, <i>The Political and Commercial Works of that Celebrated Writer Charles D&#8217;Avenant</i>, 5 vols. (London, 1771), vol. 5."
"311"	"2"	"Davis"	"Davis, Ralph, <i>The Rise of the English Shipping Industry in Seventeenth and Eighteenth Centuries</i> (London, 1962)."
"312"	"2"	"Kock"	"De Kock, Victor, <i>Those in Bondage: An Account of the Life of a Slave at the Cape in the Days of the Dutch East India Company</i> (Port Washington, NY, 1950)."
"313"	"2"	"DeLaet"	"De Laet, Joannes, <i>Iaerlyck verhael van de verrichtinghen der Geoctroyeerde West-Indische Compagnie in derthien boeken</i>, edited by S.P. Honor&eacute; (&#8216;s-Gravenhage, 1931, 1932, 1934, 1937)."
"314"	"2"	"D&#8217;Elb&eacute;e"	"D&#8217;Elb&eacute;e, Sieur, <i>Relation de ce qui s&#8217;est pass&eacute; dans les Islaes &amp; Terre Ferme de L&#8217;Amerique, pendant la derniere guerre aved l&#8217;Angleterre, &amp; depuis en execution du Traitt&eacute; de Breda</i>&nbsp;&nbsp; (Paris, 1671)."
"315"	"2"	"Mello,Nederlanders"	"De Mello, Jos&eacute; Antonio Gonsalves, <i>Nederlanders in Brazilie (1624-1654). </i><i>De invloed van de Hollandse bezetting op het leven en de cultuur in Noord-Brazili&euml;</i> (Zutphen, 2001)."
"316"	"2"	"Roever"	"De Roever, N., &#8220;Twee concurrenten van de eerste West-Indische Compagnie,&#8221; <i>Oud-Holland</i>, (1889)."
"317"	"2"	"Studer"	"De Studer, Elena F. S., <i>Trata de Negros en el Rio de la Plata Durante el Siglo XVII</i> (Montevideo, 1984)."
"318"	"2"	"Defoe"	"Defoe, Daniel, <i>History of the Pirates</i> (London, [1724] 1814)."
"319"	"2"	"Heijer"	"Den Heijer, Henk, <i>De geschiedenis van de WIC</i> (Zutphen, 1994)."
"320"	"2"	"Heijer,1997"	"Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997)."
"321"	"2"	"Diouf"	"Diouf, A. Sylviane, <i>Dreams of Africa in Alabama: The Slave Ship Clotilda and the Story of the Last Africans Brought to America</i> (New York , 2007)."
"322"	"2"	"Dixon"	"Dixon, Mark, &#8220;Remembering the Ganges,&#8221; <i>Main Line </i><i> Today</i>, February, 2005."
"323"	"2"	"Dodson"	"Dodson, John, <i>A Report of the Case of the Louis</i> (London, 1817)."
"324"	"2"	"Donnan"	"Donnan, Elizabeth, <i>Documents Illustrative of the Slave Trade to America</i>, 4 vols. (Washington, DC, 1930-33)."
"325"	"2"	"Donnan,SouthSeaCo"	"Donnan, Elizabeth, &#8220;The Early Days of the South Sea Company, 1711-1718,&#8221; <i>Journal of Economic and Business History</i>, 2 (1929): 419-50."
"326"	"2"	"Dorsey"	"Dorsey, Joseph C., <i>Slave Trade in the Age of Abolition: Puerto Rico, West Africa and the Non-Hispanic Caribbean, 1815-1859</i> (Gainesville, 2003).&nbsp;&nbsp;&nbsp; "
"327"	"2"	"Santos,1973"	"Dos Santos, Corcino Medeiros, &#8220;Rela&ccedil;&otilde;es de Angola com o Rio de Janeiro (1736-1808),&#8221; <i>Estudos Hist&oacute;ricos</i>, 12 (1973): 7-68."
"328"	"2"	"Santos1993"	"Dos Santos, Corcino Medeiros,<i> O Rio de Janeiro e a conjuntura Atl&acirc;ntica</i> (Rio de Janeiro, 1993)."
"329"	"2"	"Dow"	"Dow, George Francis, <i>Slave Ships and Slaving</i> (Salem, MA, 1927)."
"330"	"2"	"Driedger"	"Driedger, Michael, &#8220;Research Note: Preliminary Evidence on European Mennonites and the Slave Trade,&#8221; <i>Mennonite Quarterly Review</i>, 74 (2000), pp. 479-480."
"331"	"2"	"Duffil"	"Duffil, Mark, &#8220;The Africa Trade from the Ports of Scotland, 1706-66,&#8221; <i>Slavery and Abolition</i>,&#8221; 25 (2004): 102-22."
"332"	"2"	"Durnford"	"Durnford, Charles, and Edward Hyde East, <i>Term Reports in the Court of King&#8217;s Bench</i>, (London, 1817)."
"333"	"2"	"Edwards"	"Edwards, Bryan, <i>A Speech Delivered at a Free Conference Between the Honourable Council and Assembly of Jamaica</i> (Kingston, 1789).&nbsp;&nbsp;&nbsp;&nbsp; "
"334"	"2"	"PringleLB&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "	"Edgar, Walter (ed.), <i>The Letterbook of Robert Pringle 1737-45</i>, 2 vols. (Columbia, SC, 1972)."
"335"	"2"	"Elder"	"Elder, Melinda, <i>The Slave Trade and the Economic Development of Eighteenth Century Lancaster</i> (Halifax, 1992).&nbsp;&nbsp;&nbsp; "
"336"	"2"	"Eltis,1974"	"Eltis, David, &#8220;The British Trans-Atlantic Slave Trade after 1807,&#8221; <i>Journal of Maritime History</i>, 4 (1974): 1-11."
"337"	"2"	"Emmer"	"Emmer, Pieter C., &#8220;De Laatste Slavenreis van de Middelburgsche Commercie Compagnie,&#8221; <i>Economisch en Sociaal-Historisch Jaarboek</i>, 34 (1971): 72-123."
"338"	"2"	"Emmer,Slavenhandel"	"Emmer, Pieter C., &#8220;De slavenhandel van en naar Nieuw-Nederland,&#8221; <i>Economisch en Sociaal-Historisch Jaarboek</i>, 35 (1972): 94-147."
"339"	"2"	"ER169"	"<i>English Reports</i>, 169 (1845).&nbsp; "
"340"	"2"	"Enthoven2001"	"Enthoven, Victor, &#8220;Pinassen, jachten en fregatten. Schepen in de Nederlandse Atlantische slavenhandel,&#8221; in Remmelt Daalder et al. (eds.), <i>Slaven en Schepen. Enkele reis, bestemming onbekend</i> (Leiden, 2001)."
"341"	"2"	"Everts2001"	"Everts, Natalie, &#8220;Als je geen meester hebt, zal een roofdier je verslinden. Inheemse slavernij in de Akan-samenleving aan de Goudkust in de achttiende eeuw.&#8221; In Remmelt Daalder, Andrea Kieskamp and Dirk J. Tang (eds.), <i>Slaven en schepen. </i><i>Enkele reis, </i><i>bestemming onbekend </i>(Leiden, 2001)."
"342"	"2"	"Faber"	"Faber, Eli, <i>Jews, Slaves, and the Slave Trade: Setting the Record Straight</i> (New York, 1998)."
"343"	"2"	"Falconbridge"	"Falconbridge, Anna Maria, <i>Narrative of Two Voyages to the River Sierra Leone during the Years 1791-1792-1793</i> and <i>The Journal of Isaac Dubois</i>, edited by Christopher Fyfe (Liverpool, 2000).&nbsp;&nbsp; "
"345"	"2"	"FC"	"<i>The Federal Cases</i>, 30 vols. (St. Paul, MN, 1894-97).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"346"	"2"	"Foache"	"Foache, Stanislas, <i>R&eacute;flexions sur le commerce, la navigation et les colonies</i> (Paris, 1787)."
"347"	"2"	"NewEnglandQuart,3"	"Ford, Amelia C. (ed.), &#8220;An Eighteenth Century Letter from a Sea Captain to his Owner,&#8221; <i>New England</i><i> Quarterly</i>, 3 (1930): 136-45. "
"348"	"2"	"AnteraDuke"	"Forde, Daryll, <i>Efik Traders of Old Calabar: Containing the Diary of Antera Duke</i> (London, 1956)."
"349"	"2"	"Ford,WC"	"Ford, W. C. (ed.), <i>The Commerce of Rhode Island, 1726-1800</i>, 2 vols. (Massachusetts Historical Society, 1914-15)."
"350"	"2"	"Franco,JL"	"Franco, Jos&eacute; Luciano, <i>Comercio Clandestino de Esclavos</i> (Habana, 1996).&nbsp; "
"351"	"2"	"Franco"	"Franco, Marisa Vega, <i>El Trafico de Esclavos con America (Asiento de Grillo y Lomelin, 1663-1674</i> (Sevilla, 1984), pp. 194-202.&nbsp;&nbsp;&nbsp;&nbsp; "
"352"	"2"	"Froger"	"Froger, Fran&ccedil;ois, <i>Relation d&#8217;un voyage fait en 1695, 1696, 1697 aux c&ocirc;tes de l&#8217;Afrique d&eacute;troit de Magellan, Br&eacute;sil, Cayenne et Iles Antilles par Monsieur de Gennes</i> (Paris, [1697] 1700)."
"353"	"2"	"Frutuoso"	"Frutuoso, Eduardo Jorge Miranda, Paulo Guinote and Antonio Lopes, <i>O movimento do porto de Lisboa e o comercio luso-brasileiro (1769-1836)</i> (Lisboa, 2001).&nbsp; "
"354"	"2"	"Fytte"	"Fytte, Goran, <i>Det kungliga svenska slavereit</i> (Stockholm, 1986).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"355"	"2"	"Galenson"	"Galenson, David, <i>Traders, Planters and Slaves: Market Behaviour in Early English America</i> (Cambridge, 1986)."
"356"	"2"	"Gaspar"	"Gaspar, David Barry, <i>Bondmen and Rebels: A Study of Master-Slave Relations in Antigua</i> (Baltimore, 1985).&nbsp;&nbsp;&nbsp;&nbsp; "
